,yr2014
3013,0.9699650999999108
3014,0.9698475000000144
3015,0.9697301000000493
3016,0.9696130999999468
3017,0.9694962999999461
3018,0.9693798000000129
3019,0.9692636999999991
3020,0.9691478000000302
3021,0.9690322999999239
3022,0.9689170000000331
3023,0.9688019999999824
3024,0.9686871999999767
3025,0.9685727000000384
3026,0.968458499999997
3027,0.9683446000000231
3028,0.968231000000003
3029,0.9681176999999366
3030,0.9680047000000513
3031,0.9678919000000406
3032,0.9677793999999267
3033,0.9676672000000508
3034,0.9675551999999925
3035,0.9674436000000242
3036,0.9673320999999646
3037,0.9672210999999038
3038,0.967110200000036
3039,0.9669996999999171
3040,0.9668894000000137
3041,0.9667792999999847
3042,0.9666695000000232
3043,0.9665601000000379
3044,0.9664509000000407
3045,0.9663419000000317
3046,0.9662331999999765
3047,0.9661248000000455
3048,0.9660166999999547
3049,0.9659087
3050,0.9658011999999871
3051,0.9656937999999968
3052,0.9655868000000396
3053,0.9654798999999912
3054,0.9653733000000102
3055,0.965266999999983
3056,0.9651610000000233
3057,0.9650551999999948
3058,0.9649496000000113
3059,0.9648443999999472
3060,0.9647394000000418
3061,0.9646346999999196
3062,0.964530199999956
3063,0.9644258999999806
3064,0.964321899999959
3065,0.9642182000000048
3066,0.9641146999999819
3067,0.9640115000000264
3068,0.9639085000000023
3069,0.9638057999999319
3070,0.9637033000000201
3071,0.9636011000000622
3072,0.9634991999999443
3073,0.9633974000000762
3074,0.9632958999999346
3075,0.9631947000000878
3076,0.9630938000000242
3077,0.9629929999999831
3078,0.9628925000000095
3079,0.9627922999999896
3080,0.962692299999901
3081,0.9625924999999711
3082,0.9624929999999949
3083,0.9623937000000069
3084,0.9622946999999726
3085,0.9621959000000402
3086,0.962097300000039
